author,creator,titles,dates,publishers,languages,subjects,descriptions,earliest_year,latest_year,Frequency
Carlo Lorenzini,"['Lorenzini, Carlo.', 'Lorenzini, Carlo.']", "['Pinocchio: the tale of a puppet /', 'The adventures of Pinocchio /']", "[1926.0, 1965.0]","['London & New York, ', 'London, ']","['eng', 'eng']","[nan, nan]","[nan, nan]",1926.0,1965.0,2
Caroline M. Sawyer,"['Sawyer, Caroline M.(Caroline Mehetabel),1812-1894lcn01696966']", "['The Rose of Sharon, a religious souvenir, 1840-57 [microform].']", [1840.0],"['Boston : A. Tompkins and B.B. Mussey,']",['eng'],['Gift books.'],['Microfiche.'],1840.0,1840.0,1
Carroll Baker,"['Baker, Carroll.']", "['A Roman tale']", [1987.0],['London Headline'],['eng'],[nan],"['Originally published: New York: New American Library, 1986']",1987.0,1987.0,1
Cassandra Pybus,"['Pybus, Cassandra.']", "['Community of thieves /']", [1991.0],"['Port Melbourne, Vic. : William Heinemann Australia,']",['eng'],['Tasmanian aborigines'],['Includes bibliographical references (p. 194-198).'],1991.0,1991.0,1
Catherine Aird,"['Aird, Catherine.', 'Aird, Catherine.', 'Aird, Catherine.']", "['Henrietta who? /', 'Henrietta who? /', 'A dead liberty']", "[1968.0, 1988.0, 1986.0]","['London : Macdonald & Co,', 'London Corgi', 'Leicester Ulverscroft']","['eng', 'eng', 'eng']","[nan, nan, nan]","['Maps on lining papers.', nan, 'Originally published: London : Collins, 1986']",1968.0,1988.0,3
Catherine Carswell,"['Carswell, Catherine,1879-1946.']", "['The life of Robert Burns /']", [1960.0],['Edinburgh Canongate'],['eng'],"['Poets, Scottish']",['Includes index'],1960.0,1960.0,1
Cecil Beaton,"['Beaton, Cecil,1904-1980.', 'Beaton, Cecil,1904-1980.', 'Beaton, Cecil,1904-1980.']", "['The strenuous years diaries 1948-55', 'It gives me great pleasure. [An account of a lecture tour in the United States. With a portrait and illustrations.]', 'Fonteyn: impressions of a ballerina /']", "[1973.0, 1955.0, 1951.0]","['London Weidenfeld and Nicolson', 'London,', 'London,']","['eng', 'eng', 'eng']","['Photographers', nan, nan]","[nan, nan, nan]",1951.0,1973.0,3
Cesare Pavese,"['Pavese, Cesare.', 'Pavese, Cesare.', 'Pavese, Cesare.']", "['La letteratura americana e altri saggi /', 'The house on the hill /', 'Festival night and other stories /']", "[1990.0, 1956.0, 1964.0]","['Torino : Einaudi,', 'London, ', 'London, ']","['ita', 'eng', 'eng']","['Literature.', nan, nan]","['Originally published in 1951.', nan, nan]",1956.0,1990.0,3
Charles Perrault,"['Perrault, Charles,1628-1703.']", "['Eventyr /']", [1873.0],"['Kjøbenhavn,']",['dan'],[nan],[nan],1873.0,1873.0,1
Charles R. Johnson,"['Johnson, Charles R.']", "['Matrix analysis /']", [2013.0],"['Cambridge : Cambridge University Press,']",['eng'],['Matrices.'],"['"The thoroughly revised and updated second edition of this acclaimed text has several new and expanded sections and more than 1,100 exercises"--']",2013.0,2013.0,1
Charlie Chaplin,"['Chaplin, Charlie,1889-1977.']", "['My early years']", [1973.0],['Bath Chivers'],['eng'],['Comedians'],"['Originally published: London : Bodley Head, 1979']",1973.0,1973.0,1
Chris Barber,"['Barber, Chris,1941-']", "['In search of Owain Glyndŵr /']", [2004.0],['Abergavenny : Blorenge Books.'],['eng'],['Heroes'],['Includes bibliography and index.'],2004.0,2004.0,1
Chris Brown,"['Brown, Chris.']", "['Inside the mind of-- Susan Greenfield, brain scientist /']", [2002.0],"['Harlow : Pearson Education,']",['eng'],['Readers (Elementary)'],"['Back cover: "Science autobiography."']",2002.0,2002.0,1
Chris Charlesworth,"['Charlesworth, Chris,1947-']", "['Nirvana & the sound of Seattle /']", [1996.0],"['London : Omnibus,']",['eng'],['Rock groups'],['New ed. Previous ed.: 1993'],1996.0,1996.0,1
Chris Goss,"['Goss, Chris,1961-']", '["It\'s suicide but it\'s fun : the story of Number 102 (Ceylon) Squadron, 1917-1956 /"]', [1995.0],"['[Bristol] : Crécy Books,']",['eng'],"['World War, 1939-1945']",[nan],1995.0,1995.0,1
Christina Hole,"['Hole, Christina.', 'Hole, Christina,author.']", "['A mirror of witchcraft. [Witchcraft in Britain during the sixteenth and seventeenth centuries. With a portrait and facsimiles.]', 'nan']", [1957.0],"['London, ', nan]","['eng', 'eng']","[nan, nan]","['With reviews of the book from The Tablet of May 11th, 1957 and The Times of 25th Feb. 1957 loosely inserted.', "Originally published: London : B.T. Batsford Ltd., 1945. Published by Charles Scribner's Sons, 1947."]",1957.0,1957.0,1
Christoph Meckel,"['Meckel, Christoph.']", "['Eine Seite aus dem Paradiesbuch : ein Hörspiel /']", [1969.0],['Berlin K. Wagenbach'],['ger'],[nan],[nan],1969.0,1969.0,1
Christopher Collins,"['Collins, Christopher.']", "['The uses of observation : a study of correspondential vision in the writings of Emerson, Thoreau and Whitman /']", [1971.0],"['The Hague : Mouton,']",['eng'],"['Whitman, Walt, 1819-1892.']",[nan],1971.0,1971.0,1
Christopher Marlowe,"['Marlowe, Christopher,1564-1593.', 'Marlowe, Christopher,1564-1593.', 'Marlowe, Christopher,1564-1593.', 'Marlowe, Christopher,1564-1593.']", '[\'The tragical history of Doctor Faustus /\', \'The plays of Christopher Marlowe.\', \'Dramatic works.\', "Marlowe\'s Doctor Faustus /"]', "[1948.0, 1939.0, 1907.0, 1915.0]","['London, ', 'London, ', 'London & New York, ', 'London, ']","['eng', 'eng', 'eng', 'eng']","[nan, nan, nan, nan]","['Earlier edition has title: Dr. Faustus.', nan, nan, nan]",1907.0,1948.0,4
Christopher Nolan,"['Nolan, Christopher,1965-']", "['Dam-burst of dreams the writings of Christopher Nolan']", [1981.0],['London Sphere'],['eng'],[nan],"['Originally published: London : Weidenfeld and Nicolson, 1981']",1981.0,1981.0,1
Christopher Reeve,"['Reeve, Christopher,1946-']", "['Shock! : the black dog of Bungay : a case study in local folklore /']", [2010.0],"['[Milton Keynes] : Hidden Pub.,']",['eng'],['Dogs'],['Includes bibliographical references.'],2010.0,2010.0,1
Christopher Tolkien,"['Tolkien, Christopher.']", "['The book of lost tales.']", [1993.0],"['London : HarperCollins,']",['eng'],[nan],"['Originally published:London : Allen & Unwin, 1983.']",1993.0,1993.0,1
Cole Swensen,"['Swensen, Cole,1955-']", "['Numen /']", [1995.0],"['Providence, R.I. : Burning Deck,']",['eng'],[nan],[nan],1995.0,1995.0,1
Colin Larkin,"['Larkin, Colin.']", '["The Guinness who\'s who of blues /"]', [1995.0],"['Enfield : Guinness Publishing,']",['eng'],['Blues (Music)'],['Includes bibliographical references and index.'],1995.0,1995.0,1
Colin Ward,"['Ward, Colin,1956-']", "['All quiet on the hooligan front : eight years that shook football /']", [1996.0],"['Edinburgh : Mainstream,']",['eng'],['Violence in sports'],[nan],1996.0,1996.0,1
Colleen McCullough,"['McCullough, Colleen.', 'McCullough, Colleen,1937-author.']", '["Morgan\'s run /", \'nan\']', [2001.0],"['London : Arrow,', nan]","['eng', 'eng']","['British', nan]","['Originally published: London: Century, 2000.', 'Originally published: Simon and Schuster, 2012.']",2001.0,2001.0,1
Compton Mackenzie,"['Mackenzie, Compton,1883-1972.', 'Mackenzie, Compton,1883-1972.', 'Mackenzie, Compton,1883-1972.', 'Mackenzie, Compton,1883-1972.', 'Mackenzie, Compton,1883-1972.', 'Mackenzie, Compton,1883-1972.', 'Mackenzie, Compton,1883-1972.']", "['The early life and adventures of Sylvia Scarlett.', 'Gallipoli memories. [With maps.]', 'Rogues and vagabonds.', 'Hunting the fairies', 'Keep the Home Guard turning', 'The monarch of the glen /', 'Figure of eight.']", "[1918.0, 1965.0, 1967.0, 1949.0, 1972.0, 2000.0, 1936.0]","['London,', 'London,', 'London,', nan, 'London Tandem', 'London : Penguin Books in association with Chatto & Windus,', 'London,']","['eng', 'eng', 'eng', '   ', 'eng', 'eng', 'eng']","[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 'Originally published, London: Chatto and Windus, 1943', 'Originally published: London : Chatto & Windus, 1941.', nan]",1918.0,2000.0,7
Concordia Merrel,"['Merrel, Concordia.']", "['The unconquerable girl.']", [1927.0],"['London, ']",['eng'],[nan],[nan],1927.0,1927.0,1
Conrad Aiken,"['Aiken, Conrad,1889-1973.', 'Aiken, Conrad,1889-1973.', 'Aiken, Conrad,1889-1973.']", "['Priapus and the pool. [Poems.]', 'Senlin: a biography. [In verse.]', 'Selected poems.']", "[1922.0, 1925.0, 1961.0]","['Cambridge [Mass.], ', 'London : L. & V. Woolf at the Hogarth Press,', 'New York, ']","['eng', 'eng', 'eng']","[nan, nan, nan]","[nan, nan, nan]",1922.0,1961.0,3
Cormac McCarthy,"['McCarthy, Cormac.']", "['All the pretty horses /']", [1993.0],"['London : Picador,']",['eng'],[nan],"['Originally published: New York : Alfred A. Knopf, 1992.']",1993.0,1993.0,1
Czesaw Miosz,"['Miłosz, Czesław.']", "['Rozmowy s Czesławem Miłoszem']", [1981.0],['Kraków Wydawn. Literackie'],['pol'],[nan],[nan],1981.0,1981.0,1
Daniel De Leon,"['De Leon, Daniel,1852-1914.']", "['Socialist reconstruction of society. The industrial vote /']", [1918.0],"['New York,']",['eng'],[nan],[nan],1918.0,1918.0,1
Darina Allen,"['Allen, Darina.']", '["Darina Allen\'s simply delicious recipes."]', [1992.0],"['London : Macmillan,']",['eng'],[nan],[nan],1992.0,1992.0,1
Dario Bellezza,"['Bellezza, Dario.']", "['Morte di Pasolini']", [1981.0],[nan],['und'],[nan],[nan],1981.0,1981.0,1
Dario Fo,"['Fo, Dario.']", "['About face : a political farce /']", [1989.0],"['New York ; London : S. French,']",['eng'],[nan],[nan],1989.0,1989.0,1
Dashiell Hammett,"['Hammett, Dashiell,1894-1961.', 'Hammett, Dashiell,1894-1961.']", "['The Maltese falcon', 'The thin man /']", "[1974.0, 1935.0]","['London Cassell', 'London : Penguin Books,']","['eng', 'eng']","['English fiction.', nan]","['Originally published: New York ; London : Knopf, 1930', 'Originally published: 1934.']",1935.0,1974.0,2
Dav Pilkey,"['Pilkey, Dav.']", '["The dumb bunnies\' Easter /"]', [1995.0],"['St. Albans : David Bennett,']",['eng'],[nan],"['Originally published: New York : Blue Sky Press, 1995.']",1995.0,1995.0,1
David Battie,"['Battie, David.']", "['Pottery & porcelain /']", [1995.0],"['London : BBC Books,']",['eng'],['Porcelain'],[nan],1995.0,1995.0,1
David Bischoff,"['Bischoff, David.', 'Bischoff, David.']", "['Wargames /', 'Bill, the galactic hero on the planet of tasteless pleasure /']", "[1983.0, 1991.0]","['London Severn House', 'London : Gollancz,']","['eng', 'eng']","[nan, nan]","['Originally published: New York : Dell, 1983', nan]",1983.0,1991.0,2
David Callahan,"['Callahan, David,1965-']", '["Kindred spirits : Harvard Business School\'s extraordinary class of 1949 and how they transformed American business /"]', [2002.0],"['Hoboken, N.J. : J. Wiley,']",['eng'],['Businesspeople'],['Includes bibliographical references (p. 261-286) and index.'],2002.0,2002.0,1
David Frost,"['Frost, David.']", '["Sweet & Maxwell\'s personal tax law manual /"]', [1989.0],"['London : Sweet & Maxwell,']",['eng'],['Income tax'],['Includes index.'],1989.0,1989.0,1
David G. McCullough,"['McCullough, David G.']", "['The greater journey : Americans in Paris /']", [2011.0],"['New York ; London : Simon & Schuster,']",['eng'],['Americans'],"['Pt. 1. The way over ; Voilà Paris! ; Morse at the Louvre ; The medicals -- pt. 2. American sensations ; Change at hand ; A city transformed ; Bound to succeed -- pt. 3. Under siege ; Madness ; Paris again ; The Farragut ; Genius in abundance ; Au revoir, Paris!']",2011.0,2011.0,1
David Garrick,"['Garrick, David,1717-1779.aut', 'Garrick, David,1717-1779.', 'Garrick, David,1717-1779.', 'Garrick, David,1717-1779.', 'Garrick, David,1717-1779.', 'Garrick, David,1717-1779.']", '[\'The clandestine marriage, a comedy: as it is acted at the Theatre-Royal in Drury-Lane. By George Colman and David Garrick.\', \'An ode on the death of Mr. Pelham.\', \'May-day: or, the little gipsy. A musical farce, of one act. As it is performed at the Theatre-Royal, in Crow-Street.\', "Cymbeline. A tragedy. Altered from Shakspeare, by David Garrick, Esq. Marked with the variations in the manager\'s book, at the Theatre-Royal in Drury-Lane.", \'Cymbeline. A tragedy. By Shakespear. With alterations.\', "Miss in her teens: or the medley of lovers. A farce. In two acts. As it is preform\'d [sic] at the Theatre-Royal in Covent-Garden"]', "[1766.0, 1754.0, 1777.0, 1784.0, 1762.0, 1750.0]","['London : printed for T. Becket and P. A. De Hondt; R. Baldwin; R. Davis; and T. Davies,', 'London : printed by J. Reeves, and sold by M. Cooper,', 'Dublin : printed for Messrs. Corcoran, J. Hoey, Wilkinson, Williams, Colles [and 12 others in Dublin],', 'London : printed for C. Bathurst; W. and A. Strahan; J. F. and C. Rivington; L. Davis; T. and W. Lowndes [and 21 others in London],', 'London : printed for J. and R. Tonson,', 'London : printed for W. Webb,']","['eng', 'eng', 'eng', 'eng', 'eng', 'eng']","[nan, nan, nan, nan, nan, nan]","['ESTC', 'ESTC', 'ESTC', 'ESTC', 'ESTC', 'ESTC']",1750.0,1784.0,6
David Gerrold,"['Gerrold, David,1944-']", "['The trouble with Tribbles /']", [1973.0],[nan],['   '],[nan],[nan],1973.0,1973.0,1
David Irving,"['Irving, David.']", "['The moral fables of Robert Henryson. (The morall fables of Esope the Phrygian /']", [1832.0],"['Edinburgh,']",['eng'],[nan],[nan],1832.0,1832.0,1
David John Cawdell Irving,"['Irving, David John Cawdell,1938-']", "['The destruction of Dresden /']", [1971.0],"['London : Transworld,']",['eng'],[nan],[nan],1971.0,1971.0,1
David Macey,"['Macey, David,1949-']", "['What is democracy? /']", [1997.0],"['Boulder, Colo. ; Oxford : WestviewPress,']",['eng'],['Democracy.'],['Includes bibliography and index'],1997.0,1997.0,1
David Mamet,"['Mamet, David,1947-', 'Mamet, David,1947-']", "['A life in the theatre a play', 'A life in the theatre /']", "[1977.0, 1989.0]","['New York London French', 'London : Methuen Drama,']","['eng', 'eng']","['American drama.', nan]","['Two men', nan]",1977.0,1989.0,2
David Sweetman,"['Sweetman, David,1943-']", "['Spies and spying']", [1978.0],['Hove Wayland'],['eng'],['Espionage'],['Bibliography: p.94. - Includes index'],1978.0,1978.0,1
David Yates,"['Yates, David,1946-']", "['Exclusion clauses in contracts']", [1978.0],['London Sweet & Maxwell'],['eng'],['Contracts'],['ISBN 0 421 240407 Pbk'],1978.0,1978.0,1
Deborah Grabien,"['Grabien, Deborah.']", "['Woman of fire']", [1988.0],['Piatkus'],['eng'],[nan],[nan],1988.0,1988.0,1
Deborah Tannen,"['Tannen, Deborah.']", "['Talking voices : repetition, dialogue, and imagery in conversational discourse /']", [1989.0],"['Cambridge : Cambridge University Press,']",['eng'],['Sociolinguistics.'],['Includes index'],1989.0,1989.0,1
Denys Val Baker,"['Val Baker, Denys,1917-1984.', 'Val Baker, Denys,1917-1984.', 'Val Baker, Denys,1917-1984.']", "['The waterwheel turns', 'One summer at St Merry', 'Summer at the Mill']", "[1984.0, 1984.0, 1982.0]","['Bath Chivers', 'London Kimber', 'London Kimber']","['eng', 'eng', 'eng']","[nan, nan, nan]","['Originally published: London : Kimber, 1982', nan, nan]",1982.0,1984.0,3
Dinah Maria Mulock Craik,"['Craik, Dinah Maria Mulock,1826-1887.', 'Craik, Dinah Maria Mulock,1826-1887.', 'Craik, Dinah Maria Mulock,1826-1887.', 'Craik, Dinah Maria Mulock,1826-1887.']", "['Two marriages /', 'The head of the family. A novel /', 'John Halifax, gentleman. Introduction by W.M. Parker.', 'John Halifax gentleman.']", "[1867.0, 1852.0, 1961.0, 1924.0]","['London,', 'London, ', 'London,', 'London & New York, ']","['eng', 'eng', 'eng', 'eng']","[nan, nan, nan, nan]","['Item records and volume number generated programmatically as part of an external digitisation project', 'Item records and volume number generated programmatically as part of an external digitisation project', nan, nan]",1852.0,1961.0,4
Dirk Bogarde,"['Bogarde, Dirk,1921-1999.', 'Bogarde, Dirk,1921-1999.']", "['Jericho /', 'A postillion struck by lightning']", "[1992.0, 1982.0]","['London : Viking,', 'Harmondsworth Penguin']","['eng', 'eng']","[nan, 'Actors']","[nan, 'Originally published: London : Chatto and Windus, 1977']",1982.0,1992.0,2
Djuna Barnes,"['Barnes, Djuna.']", "['Spillway. [Short stories.]']", [1962.0],"['London,']",['eng'],[nan],"['First published in the U.S.A. as "A book".']",1962.0,1962.0,1
Dmitry Sergeyevich Merezhkovsky,"['Merezhkovsky, Dmitry Sergeyevich,1865-1941.', 'Merezhkovsky, Dmitry Sergeyevich,1865-1941.', 'Merezhkovsky, Dmitry Sergeyevich,1865-1941.', 'Merezhkovsky, Dmitry Sergeyevich,1865-1941.Leonardo da-Vinchi.']", "['Petr i Aleksei', 'Vechnye sputniki (Pushkin). Pushkin', 'Gogolʹ', 'Voskresshie bogi ; Leonardo da-Vinchi /']", "[1905.0, 1971.0, 1980.0, 1990.0]","['[St. Petersburg] Pirozhkov', 'Letchworth (Icknield Way, Letchworth, Herts. SG6 4AD) Prideaux Press', 'Letchworth Prideaux Press', 'Moskva : Khudozhestvennai︠a︡ literatura,']","['rus', 'rus', 'rus', 'rus']","['Russian fiction.', 'Pushkin, Aleksandr Sergeevich, 1799-1837.', 'Gogolʹ, Nikolaĭ Vasilʹevich, 1809-1852', nan]","['3rd part of author\'s trilogy "Khristos i Antikhrist"', 'Third ed. originally published, S.-Peterburg: Izdanie M.V. Pirozhkova, 1906', 'Facsimilie reprint of 1st ed : S.-Peterburg : Prosveshchenie, 1911', nan]",1905.0,1990.0,4
Dolf Wyllarde,"['Wyllarde, Dolf.', 'Wyllarde, Dolf.']", '[\'"They also serve -": a story for girls.\', \'The miserable sinner.\']', "[1924.0, 1932.0]","['London, ', 'London, ']","['eng', 'eng']","[nan, nan]","[nan, nan]",1924.0,1932.0,2
Donald B. Smith,"['Smith, Donald B.,1946-']", "['Aboriginal Ontario : historical perspectives on the First Nations /']", [1994.0],"['Toronto : Dundurn Press,']",['eng'],['Indians of North America'],['Includes bibliographical references and index.'],1994.0,1994.0,1
Donald Barr Chidsey,"['Chidsey, Donald Barr,1902-1981.']", "['Elizabeth I. [With a portrait.]']", [1955.0],"['London,']",['eng'],[nan],[nan],1955.0,1955.0,1
Donald Bisset,"['Bisset, Donald.', 'Bisset, Donald.']", "['The adventures of Mandy Duck', 'Anytime stories. [With illustrations.]']", "[1974.0, 1954.0]","['London Methuen', 'London, ']","['eng', 'eng']","["Children's stories.", nan]","[nan, nan]",1954.0,1974.0,2
Dorothy Jenner,"['Jenner, Dorothy.']", "['Hans Dampf und andere Geschichten von Paul Silberer, Hans Berli und Eduard Lombard /']", [1932.0],"['London, ']",['ger'],[nan],[nan],1932.0,1932.0,1
Dorothy Scarborough,"['Scarborough, Dorothy.']", "['The supernatural in modern English fiction.']", [1917.0],"['New York and London, ']",['eng'],[nan],[nan],1917.0,1917.0,1
